DEA Number	SMILES	INCHI FULL	INCHI PARENT	URL	Name	theLychiKey	NARC	CSA SCH	Other Names	Source	UNII	SCHED	Notes
DEA-1480	CC(Cc1ccccc1)N(C)C	InChIKey=OBDSVYOSYSKVMX-UHFFFAOYSA-N	InChIKey=OBDSVYOSYSKVMX-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	N,N-Dimethylamphetamine	L2S2PVYD1-1ALL9H13GB-1B8MKB2G5ZJ-1BJSRCQ5H2H2	N	I	NA	opsin	IYE3F3MHCU	DEA SCHEDULE I	
DEA-7249	CCC(N)Cc1c[nH]c2ccccc12	InChIKey=ZXUMUPVQYAFTLF-UHFFFAOYSA-N	InChIKey=ZXUMUPVQYAFTLF-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Alpha-ethyltryptamine	LQ8VXHV7H-H33D1BUQBX-HXDT7SVJPF4-HX4TF51XQDCL	N	I	ET, Trip	opsin	GR181O3R32	DEA SCHEDULE I	
DEA-7391	COc1cc(CC(C)N)c(OC)cc1Br	InChIKey=FXMWUTGUCAKGQL-UHFFFAOYSA-N	InChIKey=FXMWUTGUCAKGQL-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	4-Bromo-2,5-dimethoxyamphetamine	9PRJXDHTC-CBCPLUC3Y9-C94ZXYWBQ4G-C9GATFCCWGPA	N	I	DOB, 4-bromo-DMA	opsin	67WJC4Y2QY	DEA SCHEDULE I	
DEA-7399	CCc1cc(OC)c(CC(C)N)cc1OC	InChIKey=HXJKWPGVENNMCC-UHFFFAOYSA-N	InChIKey=HXJKWPGVENNMCC-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	2,5-Dimethoxy-4-ethylamphetamine	HCA4FVHCU-UUFX86A2NX-UX6SWJK8N78-UX8WA16WTPB8	N	I	DOET	opsin	9SK6K682UL	DEA SCHEDULE I	
DEA-7400	CC(N)Cc1ccc2OCOc2c1	InChIKey=NGBBVGZWCFBOGO-UHFFFAOYSA-N	InChIKey=NGBBVGZWCFBOGO-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	3,4-Methylenedioxyamphetamine	PQUSZT29W-WHVDUC9QQ9-W9CNF1NNJM4-W94AR2N82Q8D	N	I	MDA, Love Drug	opsin	XJZ28FJ27W	DEA SCHEDULE I	
DEA-7401	COc1cc(CC(C)N)cc2OCOc12	InChIKey=YQYUWUKDEVZFDB-UHFFFAOYSA-N	InChIKey=YQYUWUKDEVZFDB-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	5-Methoxy-3,4-methylenedioxyamphetamine	LD9BADP9H-H71W7YV573-H3593BTS79R-H3RWL2N9YTMP	N	I	MMDA	opsin	RG7FY73ZAA	DEA SCHEDULE I	
DEA-7402	CC(Cc1ccc2OCOc2c1)NO	InChIKey=FNDCTJYFKOQGTL-UHFFFAOYSA-N	InChIKey=FNDCTJYFKOQGTL-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	N-Hydroxy-3,4-methylenedioxyamphetamine	1X1Y46HSQ-QN1YCWD8UJ-QJ88SQ6GLRG-QJGTNXZS1Z95	N	I	N-hydroxy MDA	opsin	SJE1T2B1A7	DEA SCHEDULE I	
DEA-7404	CCNC(C)Cc1ccc2OCOc2c1	InChIKey=PVXVWWANJIWJOO-UHFFFAOYSA-N	InChIKey=PVXVWWANJIWJOO-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	3,4-Methylenedioxy-N-ethylamphetamine	4QDV1FMA9-9K61SXC46N-9N4CYX6HY9B-9NBB8VP9SNVN	N	I	N-ethyl MDA, MDE, MDEA	opsin	ML1I4KK67B	DEA SCHEDULE I	
DEA-7432	CC(N)Cc1c[nH]c2ccccc12	InChIKey=QSQQQURBVYWZKJ-UHFFFAOYSA-N	InChIKey=QSQQQURBVYWZKJ-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Alpha-methyltryptamine	RV7ZYM5ZR-RKVSV777CW-RWSQB5S7LSR-RWRLBF4YJS8V	N	I	AMT (Positional Isomer: N-Methyltryptamine)	opsin	BIK35ACJ0Q	DEA SCHEDULE I	
DEA-7458	C1CCN(C1)C1(CCCCC1)c1ccccc1	InChIKey=FYOWWXMGDATDQY-UHFFFAOYSA-N	InChIKey=FYOWWXMGDATDQY-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	1-(1-Phenylcyclohexyl)pyrrolidine	3JPKMFCTT-TNCUBHB7JY-TYHTCY7A32R-TYRYQR78LQP4	N	I	PCPy, PHP, rolicyclidine	opsin	183O9O9JE3	DEA SCHEDULE I	
DEA-7470	C1CCN(CC1)C1(CCCCC1)c1cccs1	InChIKey=JUZZEWSCNBCFRL-UHFFFAOYSA-N	InChIKey=JUZZEWSCNBCFRL-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	1-[1-(2-Thienyl)cyclohexyl]piperidine	3JPKMFCTT-TTSKYSLQ4V-TVHT1D1HD9Y-TVYHKCTVS5TK	N	I	TCP, tenocyclidine	opsin	8BQ45Q6VCL	DEA SCHEDULE I	
DEA-7473	C1CCN(C1)C1(CCCCC1)c1cccs1	InChIKey=XLQOCWQLDNWQDM-UHFFFAOYSA-N	InChIKey=XLQOCWQLDNWQDM-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	1-[1-(2-Thienyl)cyclohexyl]pyrrolidine	N479YAQU8-8NYPGN1YXQ-8Q6JU2T8Z8M-8QMKPR3C2C7R	N	I	TCPy	opsin	QD59MHJ0DG	DEA SCHEDULE I	
DEA-7482	CCN1CCCC(C1)OC(=O)C(O)(c1ccccc1)c1ccccc1	InChIKey=OJYOTLHNSMYONM-UHFFFAOYSA-N	InChIKey=OJYOTLHNSMYONM-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	N-Ethyl-3-piperidyl benzilate	QWB32B4ZS-ST1MCBMM8X-SXKV5FFQHSZ-SXZXMJNDYB6Z	N	I	JB 323	opsin	02J52696MZ	DEA SCHEDULE I	
DEA-7493	C(N1CCNCC1)c1ccccc1	InChIKey=IQXXEPZFOOTTBA-UHFFFAOYSA-N	InChIKey=IQXXEPZFOOTTBA-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	N-Benzylpiperazine	WFQSR1BCY-Y9SYRXGGX1-Y1XSG18B8W6-Y167GR364G5H	N	I	BZP, 1-benzylpiperazine	opsin	3UG152ZU0E	DEA SCHEDULE I	
DEA-7498	CC(N1CCCC1)C(=O)C2=CC=C(C)C=C2	InChIKey=XSVBRRBDIKZEQD-UHFFFAOYSA-N	InChIKey=XSVBRRBDIKZEQD-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	4-Methyl-alphapyrrolidinopropiophenone (4-MePPP)	6S8XM5D8K-K1T4V9BCX9-K9P749ZLDPN-K9NPVZFQBMFM	N	I	MePPP, 4-methyl-α-pyrrolidinopropiophenone, 1-(4methylphenyl)-2-(pyrrolidin-1-yl)-propan-1-one)	opsin	0TY023967I	DEA SCHEDULE I	
DEA-9663	CC(=O)OC1(CCN(CCc2ccccc2)CC1)c1ccccc1	InChIKey=BVURVTVDNWSNFN-UHFFFAOYSA-N	InChIKey=BVURVTVDNWSNFN-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine	JUFL2BYMY-YRJZAB2JTK-YKM2Z941115-YK5NNC3V7XAJ	Y	I	PEPAP, synthetic heroin	opsin	T6LN72I828	DEA SCHEDULE I	
DEA-7460	NC1(CCCCC1)c1ccccc1	InChIKey=RGZGRPPQZUQUCR-UHFFFAOYSA-N	InChIKey=RGZGRPPQZUQUCR-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	1-Phenylcyclohexylamine	GL1C6PBAA-AYKST3PGCN-AN9SH4K15V6-AN6NZAYSZHCK	N	II	PCP precursor	opsin	HBO2D49I2S	DEA SCHEDULE II	
DEA-4000	CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@]12C	InChIKey=HYKYUGXLHPLBKT-HYNFMJIZSA-N	InChIKey=UGGAYTQCFCFGLV-VQGPEPHFSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Ethylestrenol (17alpha-ethyl-17beta-hydroxyestr-4-ene)	DFLCL4BZB-BL4NJKG14X-BX4KG5YLV77-BX7ZHC473Q52	N	III	Maxibolin, Orabolin, Durabolin-O, Duraboral	opsin	ADC79EK5Q8	DEA SCHEDULE III	
DEA-4000	CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O	InChIKey=FBYZQDCRLYHHHP-ZOFHRBRSSA-N	InChIKey=FBYZQDCRLYHHHP-ZOFHRBRSSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	13Beta-ethyl-17beta-hydroxygon-4-en-3-one	RKTXX5UV6-6R41456LWV-6VG8WMDZUKK-6VKHVPCBNTXL	N	III	NA	opsin	6AL6ML53DZ	DEA SCHEDULE III	
DEA-4000	[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C	InChIKey=FCNZFJDEKGYRQQ-GJHVPBNMSA-N	InChIKey=XPOPAKZBPHRDAN-MUAMBBPCSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	4-Androstenedione (androst-4-en-3,17-dione)	YDH8YVABY-YLBQGQPYAZ-YZ6K8WN79NS-YZSALBLZRQMX	N	III	NA	opsin	409J2J96VR	DEA SCHEDULE III	
DEA-4000	C[C@]12CC[C@H]3[C@@H](CCC4=C[C@@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2O	InChIKey=ZPPDZXIWZHWGPY-PMEKFXSUSA-N	InChIKey=SELILBLXNBADLG-NLPXPOPTSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	4-Androstenediol (3beta,17beta-dihydroxy-androst-4-ene)	FP2DK72HB-BRBV8YKRBZ-BZ1WZMNPGNN-BZNQTKQ7GUAT	N	III	4-AD	FDA_SRS	G10EHA9I0D	DEA SCHEDULE III	
DEA-4000	C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@]34C)[C@@H]1CCC2=O	InChIKey=MTJWNCVIPRHYNH-GJHVPBNMSA-N	InChIKey=SQGZFRITSMYKRH-QAGGRKNESA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	5-Androstenedione (androst-5-en-3,17-dione)	YDH8YVABY-YLBQGQPYAZ-YZURAK9FRC6-YZ6N6LXMSYPN	N	III	NA	FDA_SRS	HEE11L5C3G	DEA SCHEDULE III	
DEA-4000	C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2O	InChIKey=IJKXNZCEPQHPOE-PMEKFXSUSA-N	InChIKey=QADHLRWLCPCEKT-LOVVWNRFSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	5-Androstenediol (3beta,17beta-dihydroxy-androst-5-ene)	FP2DK72HB-BRBV8YKRBZ-BZJLPU3192K-BZK9JFQFPU7F	N	III	NA	FDA_SRS	95PS51EMXY	DEA SCHEDULE III	
DEA-4000	C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CCC2=O	InChIKey=AUIZPHKTQPUCRH-WPXFVALVSA-N	InChIKey=RAJWOBJTTGJROA-WZNAKSSCSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Androstanedione (5alpha-androstan-3,17-dione)	YDH8YVABY-YLBQGQPYAZ-YZLBGLMADDG-YZGFQLVK285Y	N	III	NA	FDA_SRS	2KR72RNR8Z	DEA SCHEDULE III	
DEA-4000	C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)C=C[C@]34C)[C@@H]1CCC2=O	InChIKey=IZJHKPWWXKJTKA-WPXFVALVSA-N	InChIKey=WJIQCDPCDVWDDE-WZNAKSSCSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	1-Androstenedione (5alpha-androst-1-en-3,17-dione)	YDH8YVABY-YLBQGQPYAZ-YZP3ZYKUBW4-YZ4FU8TAU65G	N	III	NA	FDA_SRS	C1091EX356	DEA SCHEDULE III	
DEA-4000	C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2O	InChIKey=CBMYJHIOYJEBSB-KHOSGYARSA-N	InChIKey=CBMYJHIOYJEBSB-KHOSGYARSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	3Alpha,17beta-dihydroxy-5alpha-androstane	QZX7AK8XF-FC5NKBHJAS-FSH1ZWX596J-FSJKTNPP71AR	N	III	NA	opsin	J34MX0M30Y	DEA SCHEDULE III	
DEA-4000	C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2O	InChIKey=CBMYJHIOYJEBSB-YSZCXEEOSA-N	InChIKey=CBMYJHIOYJEBSB-YSZCXEEOSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	3Beta,17beta-dihydroxy-5alpha-androstane	QZX7AK8XF-FC5NKBHJAS-FSH1ZWX596J-FSJDX4GJ536M	N	III	NA	opsin	6J0K4253QD	DEA SCHEDULE III	
DEA-4000	C[C@]12C=CCCC1CC[C@H]1[C@@H]3CCC[C@]3(CC[C@H]21)C(O)O	InChIKey=UUKAUEMCKTWDPB-ACSWZETESA-N	InChIKey=UUKAUEMCKTWDPB-ACSWZETESA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	1-Androstenediol (3beta,17beta-dihydroxy-5alpha-androst-1-ene; 3alpha,17beta-dihydroxy-5alpha-androst-1-ene)	R4YLBTLXR-RQA14R93PK-RK2RMXX2M4C-RKCF4XVUTCSC	N	III	NA	opsin		DEA SCHEDULE III	Missing UNII
DEA-8332	O=C1CCN(CCC2=CC=CC=C2)CC1	InChIKey=YDJXNYNKKXZBMP-UHFFFAOYSA-N	InChIKey=YDJXNYNKKXZBMP-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	N-phenethyl-4-piperidone	Z2KR7ATWL-LW2RT3496H-LHQB78XR6KP-LHPAKZ43Y8MF	NA	List I	NPP	opsin	CIS0S4O95K	REGULATED CHEMICALS List I	
DEA-8502	CC(=O)CC1=CC2=C(OCO2)C=C1	InChIKey=XIYKRJLTYKUWAM-UHFFFAOYSA-N	InChIKey=XIYKRJLTYKUWAM-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	3,4-Methylenedioxyphenyl-2-propanone	PQUSZT29W-WGSHCNW71B-WBRWKWFAPND-WBDYU7S2CSG1	NA	List I	NA	opsin		REGULATED CHEMICALS List I	Missing UNII
DEA-8522	CC(=O)NC1=CC=CC=C1C(O)=O	InChIKey=QSACCXVHEVWNMX-UHFFFAOYSA-N	InChIKey=QSACCXVHEVWNMX-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	N-Acetylanthranilic acid	G1Y4LNJVN-N882W3Z4U2-N2C7X6QZPLZ-N2ZC1HFGHG54	NA	List I	NA	opsin		REGULATED CHEMICALS List I	Missing UNII
DEA-8704	CC=CC1=CC=C2OCOC2=C1	InChIKey=VHVOLFRBFDOUSH-NSCUHMNNSA-N	InChIKey=VHVOLFRBFDOUSH-NSCUHMNNSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	Isosafrole	79P9SV361-17BAQ1VKNQ-1QXMXWNPF89-1Q9PSU1MBN5J	NA	List I	NA	opsin	94BY31ALL6	REGULATED CHEMICALS List I	
SPECIAL_CONSIDERATION-025	CC1=CC=CC=C1N	InChIKey=RNVCVTLRINQCPJ-UHFFFAOYSA-N	InChIKey=RNVCVTLRINQCPJ-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/chem_prog/advisories/surveillance.htm	ortho-Toluidine	X51WFKBBT-TQ75U17J5F-TFZZ5AN7LSY-TFY8FWT6LF4B	NA	SPEC	o-Toluidine	opsin	B635MZ0ZLU	SPECIAL SURVEILLANCE	
DEA-8119	O[C@@H](c1ccccc1)[C@@H](N(C)C)C	InChIKey=FMCGSUUBYTWNDP-GXSJLCMTSA-N	InChIKey=FMCGSUUBYTWNDP-GXSJLCMTSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/g_chemlist_deacode.pdf	N-Methylpseudoephedrine	LFTBD833U-U9Z4NA4QGZ-UZRQ432LGG9-UZ9MNJKBBWG2	NA	List I	NA	wikipedia	SHS9PGQ2LS	REGULATED CHEMICALS List I	Racemic form
DEA-1237	CNC(C)C(=O)C1=CC=CC=C1	InChIKey=LPLLVINFLBSFRP-UHFFFAOYSA-N	InChIKey=LPLLVINFLBSFRP-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Methcathinone	1TARN52V1-1471XU6FFH-1HDL8U8W7UP-1HP7Q84DJR22	N	I	N-Methylcathinone, "cat"	FDA_SRS_DAMMIKA	386QA522QG	DEA SCHEDULE I	
DEA-1258	CCCC(N1CCCC1)C(=O)C2=CC=C3C=CC=CC3=C2	InChIKey=DTNUPBSOODGRKW-UHFFFAOYSA-N	InChIKey=DTNUPBSOODGRKW-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Naphyrone	FZLRDZNXT-TJ85CV6LDS-TSVDCK1LJRY-TSYY474JB8CU	N	I	naphthylpyrovalerone; 1-(naphthalen-2-yl)-2(pyrrolidin-1-yl)pentan-1-one) (Positional Isomer: α-naphyrone)	FDA_SRS_DAMMIKA	96ON64182B	DEA SCHEDULE I	
DEA-1405	<NO_STRUCTURE>	<NO_STRUCTURE>	<NO_STRUCTURE>	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Stimulant compounds previously excepted	<NO_SMILES>	N	III	Mediatric	<NOTHING>		DEA SCHEDULE III	
DEA-1590	C[C@@H]1N=C(N)O[C@@H]1C2=CC=CC=C2	InChIKey=LJQBMYDFWFGESC-CBAPKCEASA-N	InChIKey=LJQBMYDFWFGESC-CBAPKCEASA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	4-Methylaminorex (cis isomer)	8172YJGHP-PJR6PUTXL7-P7VRLDZ9GK7-P77N354Z9ZRM	N	I	U4Euh, McN-422	FDA_SRS_DAMMIKA	2149QZM652	DEA SCHEDULE I	
DEA-2271	CCCC(C)C1(CC)C(=O)NC(=O)NC1=O	InChIKey=WEXRUCMBJFQVBZ-UHFFFAOYSA-N	InChIKey=WEXRUCMBJFQVBZ-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Pentobarbital suppository dosage form	652N5Q3N8-8V3V8652ZV-8VRKB25YGTN-8VNLMLT5UKYB	N	III	WANS	FDA_SRS_TYLER	I4744080IR	DEA SCHEDULE III	
DEA-2838	ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1	InChIKey=AKPLHCDWDRPJGD-UHFFFAOYSA-N	InChIKey=AKPLHCDWDRPJGD-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Nordiazepam	8FZGT6X96-671MCS2BZ9-692R3L86DF1-691YPXX47LN1	N	IV	Nordazepam, Demadar, Madar	FDA_SRS_DAMMIKA	67220MCM01	DEA SCHEDULE IV	
DEA-4000	C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(Cl)C(=O)C=C[C@]4(C)[C@H]3CC[C@]12C	InChIKey=AGUNEISBPXQOPA-XMUHMHRVSA-N	InChIKey=AGUNEISBPXQOPA-XMUHMHRVSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Dehydrochloromethyltestosterone (4-chloro-17beta-hydroxy-17alpha-methylandrost-1,4-dien-3-one)	H7G1BMWJR-R3XN9XQBUM-RMWZL9SPUXZ-RMZTPG2FBDBK	N	III	Oral-Turinabol	FDA_SRS_DAMMIKA	ZPZ473F40K	DEA SCHEDULE III	
DEA-4000	C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O	InChIKey=NVKAWKQGWWIWPM-ABEVXSGRSA-N	InChIKey=NVKAWKQGWWIWPM-ABEVXSGRSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	4-Dihydrotestosterone (17beta-hydroxyandrostan-3-one)	QZX7AK8XF-FC5NKBHJAS-FS7SJ4V6NAL-FSL18YVLA51P	N	III	Anabolex, Andractim, Pesomax, Stanolone	FDA_SRS_DAMMIKA	08J2K08A3Y	DEA SCHEDULE III	
DEA-4000	C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@H]34)[C@@H]1CC[C@@H]2O	InChIKey=VVUQRXPUVKXAIO-XFUVECHXSA-N	InChIKey=VVUQRXPUVKXAIO-XFUVECHXSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	19-Nor-5-androstenediol (3beta,17beta-dihydroxyestr-5-ene; 3alpha,17beta-dihydroxyestr-5-ene)	JNU8JBWHM-MHLQJKY983-M31M63M7PQT-M3TU2KYU36Q6	N	III	NA	FDA_SRS_DAMMIKA	5N0V272KSA	DEA SCHEDULE III	
DEA-4000	C[C@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@]4(C)O)[C@H]13	InChIKey=IVFYLRMMHVYGJH-MOLBOIQZSA-N	InChIKey=IVFYLRMMHVYGJH-MOLBOIQZSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Calusterone (7beta,17alpha-dimethyl-17beta-hydroxyandrost-4-en-3-one)	TGWM6VHSU-ULBTZFDT5T-UTJ1WNWB572-UT2QT2JHH3RT	N	III	Methosarb	FDA_SRS_DAMMIKA	0678G6Q58A	DEA SCHEDULE III	
DEA-4000	CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12CC	InChIKey=FTBJKONNNSKOLX-XUDSTZEESA-N	InChIKey=FTBJKONNNSKOLX-XUDSTZEESA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Norbolethone (13beta,17alpha-diethyl-17beta-hydroxygon-4-en-3-one)	CKDKZZ3ZD-D5HYYB9C6H-DHX4LXHSUKW-DHWSSC8W793A	N	III	Genabol	FDA_SRS_DAMMIKA	U3BZU2241A	DEA SCHEDULE III	
DEA-4000	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CCC2=O	InChIKey=JRIZOGLBRPZBLQ-QXUSFIETSA-N	InChIKey=JRIZOGLBRPZBLQ-QXUSFIETSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	19-Nor-4-androstenedione (estr-4-en-3,17-dione)	JNU8JBWHM-MHLQJKY983-M31NPD9M5XR-M3RWNAKTATJY	N	III	NA	FDA_SRS_DAMMIKA	U90987PVU5	DEA SCHEDULE III	
DEA-4000	CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12CC	InChIKey=OXHNQTSIKGHVBH-ANULTFPQSA-N	InChIKey=OXHNQTSIKGHVBH-ANULTFPQSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Tetrahydrogestrinone (13beta,17alpha-diethyl-17beta-hydroxygon-4,9,11-trien-3-one)	STVY3QKA8-8AS5C5QQYK-8KWSGRP2AJ3-8K3GGGQ85VRN	N	III	THG	FDA_SRS_DAMMIKA	643MR6L9LB	DEA SCHEDULE III	
DEA-7008	COC1=C(CC(=O)C2=CN(CCC3CCCCC3)C4=C2C=CC=C4)C=CC=C1	InChIKey=BSQFBMXCQIKYNI-UHFFFAOYSA-N	InChIKey=BSQFBMXCQIKYNI-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	SR-18 (Also known as RCS-8) (1-Cyclohexylethyl-3-(2-methoxyphenylacetyl) indole)	52VJP4ZZZ-ZF2WQZLDJ7-Z78W65WHGU5-Z7542WD6UG9Y	N	I	SR-18 and RCS-8	FDA_SRS_DAMMIKA	11030I5W3R	DEA SCHEDULE I	
DEA-7081	CCCCCN1C=C(C(=O)C2=C3C=CC=CC3=C(OC)C=C2)C4=C1C=CC=C4	InChIKey=UBMPKJKGUQDHRM-UHFFFAOYSA-N	InChIKey=UBMPKJKGUQDHRM-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	JWH-081 (1-Pentyl-3-(1-(4-methoxynaphthoyl) indole)	KDGSCY1CU-UU7HJ6N5K9-U9Q5KWJGSSD-U9DVLQZ1DP1R	N	I	JWH-081	FDA_SRS_DAMMIKA	77E58024IT	DEA SCHEDULE I	
DEA-7122	CCCCCN1C=C(C(=O)C2=C3C=CC=CC3=C(C)C=C2)C4=C1C=CC=C4	InChIKey=HUKJQMKQFWYIHS-UHFFFAOYSA-N	InChIKey=HUKJQMKQFWYIHS-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	JWH-122 (1-Pentyl-3-(4-methyl-1-naphthoyl) indole)	ZNMT3T7ML-LNXZKGRG65-L5M52BWVP8Q-L5QU9N8BXDTD	N	I	JWH-122	FDA_SRS_DAMMIKA	44147RI31X	DEA SCHEDULE I	
DEA-7144	CCCCCN1C=C(C(=O)C2C(C)(C)C2(C)C)C3=C1C=CC=C3	InChIKey=NBMMIBNZVQFQEO-UHFFFAOYSA-N	InChIKey=NBMMIBNZVQFQEO-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	UR-144 (1-Pentyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)methanone	16CGGA597-7JBB6XNFQ5-75P9A894MM9-7595DP2PZT6H	N	I	UR-144	FDA_SRS_DAMMIKA	1TYA7HVP1B	DEA SCHEDULE I	
